text,target
hayatımda gördüğüm en yobaz insansın,INSULT
Yavşaksın yaparsın,PROFANITY
Çok alçak insan gördüm ama hiçbiri senin kadar alçalmadı gözümde,INSULT
mahallemde yaşayan suriyeliler yüzünden çocuğumu sokağa salamıyorum,RACIST
ne kılçık insan olmuş o herif,INSULT
suriyeliler halk için büyük tehtit,RACIST
kız başına şehir dışına gidemezsin,SEXIST
gelmisini gelecegini sikeyim,PROFANITY
o elini götüne sokarım sürahi gibi dolaşırsın,PROFANITY
babanın şapkasının tereğini sikeyim,PROFANITY
Cahil seni,INSULT
erkek kadının tırnağı olamaz,SEXIST
götünü fakir fukara siksin,PROFANITY
"Avrupalılar ağır şartlara dayanamıyorlar, dayanıksız bir millet",RACIST
Buralardan gidersen senin gibi sahte insandan kurtulmuş oluruz,INSULT
cüce boylu,INSULT
Bu kadın da erkek gibi güzel araba sürüyor,SEXIST
Boyuna posuna bakan da seni erkek sanar,SEXIST
Erkek dediğin oynamaz,SEXIST
kürdün evinde yemek ye ama ermeninin evinde uyu,RACIST
Kadın dediğin evinde oturur çocuğuna bakar,SEXIST
çok da sikimeydi,PROFANITY
Benim ne kadar çabaladığımı durunca anlayacaksınız orospu çocukları,PROFANITY
zevksiz sikiş ürünü,PROFANITY
Karı kız buluruz o kolay,SEXIST
Sen gercekten tam bi aptalsin benim degerimi anlaman bile yillarini alir ama o zaman cok gec olur,INSULT
kadın evcil bir varlıktır,SEXIST
Suriyeliler memleketine dönsün,RACIST
keşke doğmasaydın,INSULT
palta dutanınan ananı sikenin yanında durma,PROFANITY
senin gelmişi geçmişini ters çevirir üstünde seni sikerim,PROFANITY
Çağrılmayan misafir yaşlı kadından da kötüdür,SEXIST
yedi sulalen gelse boyle koymazlardi gotune,PROFANITY
Sığınmacı kaynaklı adli olaylar artmaya başladı,RACIST
ter kokuyorsun git yıkan,INSULT
hükümet düştü piç,PROFANITY
Siktiğimin bir işi normal gitseydi bari.,PROFANITY
"Bu oyun erkek oyunu, kızlara göre değil.",SEXIST
kör topala verecek kızım yok,INSULT
am biti,PROFANITY
sıçtığım boku ye,PROFANITY
olmayan cibilliyetini meydanda sallandırdığımın çocuğu,PROFANITY
gavur papaz,RACIST
sen sus lan sik kenesi,PROFANITY
Ağaçtan maşa Kürt’ten paşa olmaz,RACIST
Sicilya İtalyan mafya baronlarının merkezi ve ölümün kol gezdiği katillerin olduğu bir bölgedir,RACIST
kardeş mezarı yok karı mezarı çok,SEXIST
alevi komuşularını güne çağırmadılar,RACIST
Yahudi pazalığını yapmak,RACIST
amını iki parmağımla ayırırım,PROFANITY
erkekler kadınlara göre daha güçlüdür,SEXIST
Kadinlar ishayatinda soz hakkina sahip olmamalilar,SEXIST
kadın çocuklarıyla uğraşmalı erkek ise telefonuyla öyle mi?,SEXIST
konsolos köpeği,INSULT
Yardım istenecek son insansın,INSULT
Kadın kocasına hizmet etmelidir,SEXIST
onu yolda görsem yolumu değiştiririm,INSULT
Kadınların işlerinde erkeklere göre daha özverilidirler,SEXIST
Kadın eşine karışamaz,SEXIST
hep baskalarinin sirtindan gecinen asalak biriydi,INSULT
adaletsiz insanlar,INSULT
yarrakist hareket,PROFANITY
kokuşmuş terlik,INSULT
kadın çenesi en büyük çiledir,SEXIST
Annen çok çirkin,INSULT
çingeneye borçlu kalma ister bayramda,RACIST
Erkeklerin analitik düşünme yapısı kadınlardan daha iyidir o yüzden matematiksel konularda erkeklerle görüşün,SEXIST
Kadının birincil görevi kocasına erkek çocuk vermektir,SEXIST
götundeki kılı biçerdöverle traş edeyim,PROFANITY
Senden kadın olmaz,SEXIST
Dünyayı kadınlar yönetiyor olsaydı hiç savaş yaşanmazdı,SEXIST
senin ananın amını keser cebime koyarım canım sıkıldıkça çıkarır çıkarır sikerim,PROFANITY
Müslüman’a İslamı anlatmak Çinliyi müslüman etmekten daha zor,RACIST
Mülteciler bizim ülkemizde bizden rahat ellerini kollarını sallaya sallaya geziyor,RACIST
tükürerek konuşma,INSULT
siyahı fufbolcular mı futbolu daha iyi oynuyormuş?,RACIST
lisedeki sırada arkadaşım kadar gevşek bir insan daha tanımadım bu hayatta,INSULT
senin ananı babam siksin,PROFANITY
Naber lan sikik,PROFANITY
kıt kafalı,INSULT
Hanımköylü kılıbık herif,SEXIST
Papaza gitmek,RACIST
Kadınlar yumuşak konuşmak ve ruj taşımak için eğitildiler,SEXIST
Alık- alık& bakma öyle,INSULT
senin amında bomba patlatırım,PROFANITY
eşeğin amına su kaçırmak,PROFANITY
erkek gibi yürüyorsun,SEXIST
Rustan dost olmaz,RACIST
zencilerin eli uzundur,RACIST
lan> sibop bak şuraya,INSULT
bu milletin yok koyundan farkı güdülmeye mahkum,INSULT
İki sokup bir çekiyİm yarrak görsün gözlerin,PROFANITY
dünya kadar malın olcağına fındık kadar amım olsun,PROFANITY
kız gibi mıy mıy konuşma,SEXIST
Cok komiksin oyle komiksin ki sana ancak bi tarafimla gulerim,INSULT
amın sıçtığı salak,PROFANITY
sike sürülecek aklın yok,PROFANITY
Küba milleti Amerika gibi canidir,RACIST
erkek sarhoş olunca şirinleşir kadın çirkinleşir,SEXIST
"Ta amına koyuyum senin, göt. lalesi",PROFANITY
kaba kaba döşek bunu bilmeyen eşşek,INSULT
çinlilerin bi bizi yemediği kaldı,RACIST
çingene çadırına çevirdiniz burayı,RACIST
hakim karşısına çıkarsam tipine bakar kötü halden ceza yazar sana,INSULT
"çingen eşeği. arkadan gelir,",RACIST
karı dırdırından bıktım,SEXIST
kafanı koyduğun yastık çürümüş,INSULT
baştan belirtmeliyim ki senin yahudi pazarlığı yapmaya geldiğini tahmin edebiliyorum,RACIST
Özbekler sizler Türkiyede ne işiniz var,RACIST
korkuluk diye bahçeye ekilesi bir tipin var,INSULT
yarrak anlıyorsun beni,PROFANITY
Biz kızımızı bırakırsak ya davulcuya kaçar ya da zurnacıya,SEXIST
Ankara da bir kafe sahibi alevi aileyi kovdu,RACIST
Adana felahı gibisin,RACIST
kadının teki iyi ikisi fenadır,SEXIST
Karısını döven adamı döven adamlar ebesini siktiğimin evladı diyerek dayak attı,PROFANITY
Tırsak adamlar bu dünyada olmamalı,INSULT
yakana bit kapına Kürt uğratma,RACIST
Kürdün karnı doyunca gözü pabucunda olurmuş,RACIST
zenciler dopal bir ritim duygusuna sahiplerdir,RACIST
Erkek adamın erkek çocuğu olur.,SEXIST
anayin ami,PROFANITY
dangalak herif,PROFANITY
kötü kaka,PROFANITY
Kadın milletvekili sayısı erkek milletvekili sayısından çok olmamalı,SEXIST
Ne olursan ol gel diyen Mevlana seni görse gelme diye bağırırdı,INSULT
Yetersiz olduğunu gizlemekten vazgeç,INSULT
amınakodumun iblisleri sizi,PROFANITY
kadınlar araba sürmesin,SEXIST
beyin fonksiyonlarin calismiyor mu,INSULT
Duba gibisin,INSULT
Türklerin en büyük düşmanı kendisidir,RACIST
tarihimize bakarsak bizi arkamızdan bıçaklayan araplardır,RACIST
Burnun kaf dağına çıkmış haberin var mı yar yar,INSULT
karaktersizin teki,INSULT
Evlenecek kadın kendini belli eder,SEXIST
sanki sikimden tutup çamurdan çıkarttın,PROFANITY
adam gibi adam olsaydın evine ekmek getirirdin,SEXIST
Erkektir bu döver de sever de,SEXIST
avradı eri saklar peyniri deri saklar demişler,SEXIST
senin ben cibilini cibiliyetini sağdan soldan sikiyimönün arkan başkasına kalsın,PROFANITY
Erkeğin nefsi birdir kadınınki dokuzdur,SEXIST
Kadın dediğin küfüt etmez,SEXIST
Bu ne hal bıyıkların çıkmış,INSULT
Bir kova bok ile bir zenci arasında ne fark var,RACIST
hint fakiri,RACIST
Hayvanlar bile daha duzgun yemek yer,INSULT
kız evde olsa da elden sayılırmış,SEXIST
Allahın kepçe kulaklısı,INSULT
bunların hepsi dinsiz imansız,INSULT
O kadar çok orospu çocukluğu yapıp af dilemeye gelmeyin sikerler,PROFANITY
Erkeklerle beraber olan kadın şıllıktır,SEXIST
seni bi sikerim şeytan bile maşşallah çeker,PROFANITY
Keşke ölsen,INSULT
Derhal sığınmacılar sınır dışı edilsin,RACIST
Her işe burnunu sokma,INSULT
kadına sırrını verme sakın,SEXIST
ananın am suyuna denizaltıyla dalarım,PROFANITY
Köpek gibi yalvarma bana,INSULT
Kırık bir süt kabının sesi ile çok konuşan bir kadın aynıdır,SEXIST
Müslümanla evlenmem,RACIST
Kafadan hastasın sen,INSULT
Erkektir aldatır,SEXIST
Mal bulmuş mağribi gibi davrandın,RACIST
Ermeni gelini gibi kırıtıyorsun,RACIST
Şizofren misin,INSULT
erkek dediğin göbekli olur,SEXIST
Türk mezarlığının yanından geçer gibi geç,RACIST
Siktirsin sikimi yesin,PROFANITY
ne kadar odun bir erkeksin şu eve bir çiçekle gelmedin,SEXIST
anca doğurmaya yarıyorsun,SEXIST
Yurttan manzaralarda mülteci iki farklı ülkeden grup kavga edip diğer ülkenin mülteci grubu kavgayı ayırmaktadır,RACIST
Onu bir düzeltme ozaman götüne sokarım işte,PROFANITY
çalışmak erkekler için şarttır,SEXIST
Kadınlara tank mı emanet edilir onların askeriyede işi ne,SEXIST
kürt inadına sahipti soysuz,RACIST
yaptığın bu kahpeliğe göz yumamam,PROFANITY
Çocuksuz kadın meyvesiz ağaç gibidir,SEXIST
Senin ben kalıbını sikeyim,PROFANITY
hiç aynaya bakmıyor musun,INSULT
Kadın olsun kitap olsun cildine aldanmayıp içindekilere bakılmalıdır,SEXIST
İbnelik yapma oğlum geliyorsun işte,PROFANITY
Lazın kafası on ikiden sonra çalışmaya başlarmış ya seninki de o hesap olmuş,RACIST
horoz taşak kadar aklın var at yarağı kadar akıl vermeye kalkıyorsun,PROFANITY
ruhun özürlü mü,INSULT
Kes o borazan gibi sesini,INSULT
dedemin taşşağı in aşşağı,PROFANITY
Sikimle bile muhatap olmazsın,PROFANITY
bu sözlerinle ne kadar karaktersiz biri olduğunu görmüş olduk,INSULT
perdesiz eve donsuz erkeğe benzer,SEXIST
sen ne sıfatla benimle konuşabiliceğini düşünürsün,INSULT
Mülteciler yüzünden ev kiraları arttı,RACIST
ne kadar Andavallısın,INSULT
kadın güvenlik görevlisine gece nöbeti yazmıyoruz,SEXIST
amerikanın köpeği olmuşsun,RACIST
sessizlik olduysa ir yerde kız çocuğu doğar,SEXIST
Kürt baltayla saat onarır,RACIST
Orospunun evladı,PROFANITY
kürtler ölsün,RACIST
rum tohumundan mı büyüdün sen,RACIST
mahalle ağızlı,INSULT
Kadınlar evde oturmalı kocasına hizmet etsin kocası bakar,SEXIST
beyinsizliğine yan,INSULT
İki yüzlü olduğunu bilmiyordum,INSULT
Kız kısmı belli saatlerde sokakta dolaşmalıdır,SEXIST
imamın abdest suyu gibi çay demlemişsin,INSULT
Suriyeliler afgan ukranyalilar ve digerleri yuk degilde bizmi yukuz,RACIST
Küfür edilince rahatsız olan insanları anlamıyorumağız alışkanlığı amına koyayım diyorum sanki cidden amına koymuşum gibi tepki veriyor,PROFANITY
amı götü açık orospular,PROFANITY
sıçtığım bok,PROFANITY
harbiden dedikleri kadar varmışsın,INSULT
kadınların iş yerlerinde ne işi var,SEXIST
kene gibi nereye gitsem peşimi bırakmazdı,INSULT
siki boklu mal kadın,PROFANITY
Yozgatın adamı ayının tekidir,RACIST
Erkek çocuklar için futbol kız çocuklar için ise bebek oyunları daha Uygun,SEXIST
kara amını sikeyim,PROFANITY
kocandır sever de döver de,SEXIST
Kadınlar getir götür işlerini yapar,SEXIST
Alman müşterilerin siparişleri önceliklendiriliyor,RACIST
seni hayvanat bahçesinde görseler fındık fıstık atarlar be sana,INSULT
brahman sığırı,INSULT
kuduz köpek gibisin,INSULT
Bırak o fahişeyi= unuttum bile> çoktan,PROFANITY
Güvenilmez insanlarla vakit geçirmem,INSULT
Slavlar yolludur,RACIST
Suriyelilere verilen para ile benim ülkemde refah içinde yaşıyorlar bende sabah 7de işe gidiyorum,RACIST
suriyeliler yüzünden emlak piyasası uçtu> gitti,RACIST
bok böceği gibisin,INSULT
Öyle batıksın ki denize düşsen seni suyun kaldırma kuvveti bile kaldıramaz,INSULT
Bunu beceremezsin,INSULT
mıy mıy bir tipsin,INSULT
iki yüzlü,INSULT
takımdaki bu pislikler ile biz bu maçı alamayız,INSULT
Kafa ütülemekten başka ne işe yarıyorsun,INSULT
ananin amina kumanda sokarim,PROFANITY
NAMAZ KILAN TÜRK DEĞİLDİR,RACIST
çingene borcu,RACIST
yeter bu kadar zaman suriyelilere bakıldığı artık kendi milletimize bakılsın,RACIST
pezevenk sürüsü,PROFANITY
onun nasıl bir budala olduğunu tahmin edebiliyor musun?,INSULT
Elbisenin rengi çingene pembesi gibi rüküş,RACIST
"benim bir zenci arkadaşım var, aşırı pis kokuyor",RACIST
Yelloz kadın fahişelik yaparken pezevenk kocasına yakalandı,PROFANITY
senin ben düşünce şeklini sikeyim,PROFANITY
Kimi afgan kimi suriyeli kimi bilmem ne,RACIST
olmuslerinin amina bilardo topu sokayim,PROFANITY
Küba liderleri ilk başta iyi niyetlerle ülkenin başına gelmiş ancak sonradan halkına ihanet edip güç zehirlenmesine yaşamış birer canilerdir,RACIST
Sakallıları polis çevirip kimlik kontrolü yapıyor suriyeliler mi diye bakıyor,RACIST
Türk gibi küfretmek,RACIST
Sen ne yavan birisin ağzıma atsam boş döner çark,INSULT
sarımsak erkeği misin nesin anlamadım,SEXIST
çingeneye saray vermişler bahçesine çadır kurup oturmuş,RACIST
sen kiz misin agliyorsun,SEXIST
müslümanlar pisliktir,RACIST
plajda üstsüz erkek perdesiz eve benzer,SEXIST
sende az orospu değilsin,PROFANITY
ne diye mal mal bakıyorsun,INSULT
Ben de dünyayı gezmek istiyolum ama kızılderilileri görmek istemiyolum Onlar korkunç ve tehlikeli,RACIST
isviçrede ırkçılık günden güne artıyor,RACIST
tüm manyaklar beni bulur,INSULT
cebinde akrep mi var,INSULT
Kadın doktor herkese teşekkür ederek toplantıyı sonlandırdı,SEXIST
madem ermenisin herkese vermelisin,RACIST
kızlar erken yaşta evlendirilmelidir,SEXIST
Götünden yemiş,PROFANITY
Kadınlar parayı çok sever,SEXIST
Senin annen benim bir haftalığımla orospuluk yapar,PROFANITY
Senin gelmişini geçmişinıi testinden su içmişini kapı önünden geçmişini ayakkabını silmişini ceketini dikmişini cemi cümleni sülaleni sikerim,PROFANITY
it gibi havlamaktan başka bir şey yapmıyordu,INSULT
ülkeye mülteci diye getirilenler bizden zengin çıktı,RACIST
İtalyanlar mafyadır,RACIST
at yarrağına kelebek konmuş,PROFANITY
sümüğü mü atmam sana,INSULT
Kadınlar erkeklere göre daha iyi plan yaparlar,SEXIST
"amı yırtılmış mart& kedileri gibi& bağırma, lan",PROFANITY
gerçekten sütü bozuk bir insandır o,INSULT
çingeneden çoban olmaz Yahudi'den pehlivan,RACIST
sikmişim be aşkı yeter ki bana bir şey olmasın,PROFANITY
kadından bilim adamı olmaz,SEXIST
domuz suratlı,INSULT
uyuşuk beyinli,INSULT
"parfüm kokundan burnumun direği, sızladı-",INSULT
Çok alçaksın zemin kat bile senden daha yukarıda,INSULT
Erkekler ağlamaz evladım sana bunu kimse söylemedi mi,SEXIST
nerede görülmüş kadın kurye,SEXIST
"Sik gibi, orda bekliyorsun.",PROFANITY
babasının sanatı oğla mirastır,SEXIST
git çay koyda kadınlığını görelim,SEXIST
hayatım senin için savaşırdım fakat verimsiz toprakları fethetmeye gerek yok,INSULT
koyun gibi baktın,INSULT
ağustosdan sonra ekilen darıdan kocasından sonra kalkan karıdan hayır gelmez,SEXIST
Türkler kendileri hariç herkese yardım etmektedir,RACIST
Adam gibi iş yapman gerekiyor,SEXIST
sikeyim derdini sendeki dert mi be,PROFANITY
bu dangalağın hiçbir şeyden haberi yoktur,INSULT
Karının aklıyla iş yapılmaz,SEXIST
Berbat yazıyorsun,INSULT
çingeneye git saraylar ver o yine sarayın bahçesindeki çadıra geçer,RACIST
Bıyık büküle büküle kaytan insan sikile sikile şeytan olur,PROFANITY
iyice gavur etmişsin sana verdiğim hediyeyi,RACIST
yırtık göt,INSULT
ben senin ne kadar şerefsiz bir insan olduğunu bilmiyor muyum,INSULT
sivri burunlu,INSULT
götten sikince am daralır mı zannediyon,PROFANITY
aldatmak erkeğin elinin kiridir,SEXIST
Butun gun domuz gibi yatan birisin.,INSULT
ananı bi sikerim bi daha sikerim,PROFANITY
Siktir git benim asabımı bozma.,PROFANITY
akşam kocama söyliyim de gelsin senin götünü siksin,PROFANITY
veznedar olsan senin vezne boş olurdu kesin,INSULT
tahta gibi göğüsler,INSULT
Samimiyetsiz bir kızdı,INSULT
açlıktan nefesin kokuyor,INSULT
Çok çirkin bi karakterin var keşke çirkin betty rolünü sen oynasaydın,INSULT
seni cibiliyetsiz,INSULT
Anca bebek gibi ağlarsın,INSULT
Senini gibi dengesizler oldukça biz kazanamayız,INSULT
Kadın halinle tek başına gitme.,SEXIST
Türkler kadar kurnaz olamaz,RACIST
Türkiyedeki Suriyeliler Suriyedeki imkanlardan daha fazlası sunulduğu için memnunlar tabi,RACIST
göt dediğin ötmeli ötmeyen götü sikmeli,PROFANITY
dayaktan öldürürüm seni köpek,INSULT
sikik beyinsiz,PROFANITY
Hevesininancınumutların sikilmiş,PROFANITY
Suriyeli mülteciler şehri karıştırmakla uğraşıyor bu adamların mağdur olduğu falan yok,RACIST
Çok eziksin,INSULT
Aptal hareketlerinden sıkıldım,INSULT
kadınların aklı selim olur erkekler havai,SEXIST
ananın amına beton direk dikip gölgesinde bacını sikerim,PROFANITY
siyahilerin aramızda yeri yok,RACIST
bu elbise sana yakışmıyor,INSULT
yüzün bataklığa dönmüş,INSULT
leş sikli,PROFANITY
çingene imanı onunkisi hiç belli olmaz sonu,RACIST
şaşı gözlü,INSULT
ilk adımı erkekler atmalı,SEXIST
böyle haysiyetsiz ve şerefsiz bir insanla beni karşı karşıya getirtmeyin bir daha,INSULT
şu kılığınla çingenlerden farkın kalmamış,RACIST
sen güzel söz nedir bilir misin hıyar,INSULT
kürdü kürtten başkası sevmez,RACIST
erkeklerden ince düşünce bekleme,SEXIST
senin ananla saklambaç oynarım saklandığı deliğe kafasını sokar götünü sike sike farelerle oral yaptırırım,PROFANITY
Türk ile dostluk yap ama sopayı elinden bırakma,RACIST
Bu çocuk aynı dilenciler gibi giyiniyor,INSULT
aleviler sunni bir kiz alirlar ama sunni bir erkege kiz vermezler,RACIST
senden bir cacık olmaz,INSULT
seni anlatmaya kelimeler yetmez adi desem ibnenin hatrı kalır ibne desem pezevenk darılır,PROFANITY
karpuz götünü sikerler,PROFANITY
Karı kısmı elinin hamuruyla erkek işine karışmaz,SEXIST
Verdiğin mangıra bak soktuğun angıra bak,PROFANITY
Öfkesinden Türk oldu,RACIST
yuvayı kuran dişi kuştur,SEXIST
Görüntü kiriliğinden başka birşey değilsin,INSULT
gözüne inen perdenin kornişini sikeyim,PROFANITY
kadınlar erkeklerden daha üstündür,SEXIST
"Gerizekalı adam, sana mesajlarımı okuma dedim",INSULT
Erkekleşmiş kadınlardan mesafeni korumalısın,SEXIST
baba olmayan erkek eksiktir,SEXIST
Adaletsiz Yunanistan Sureyelileri ülkeye almadı Ukraynalılara kapıları açtı,RACIST
Köydeki insanlar cahildir çağın gerisinde kalmıştır,RACIST
amına kodumun kapkara taşaklısı,PROFANITY
kadınlara araba veriyorlar sonra bu kaza neden oldu soruyorlar bir de,SEXIST
sikini sik siksin,PROFANITY
soysuz& köpek,PROFANITY
Türkiye Avrupa ve Amerika özentisi bir ülke olmuştur,RACIST
Sırplar Bosnalıları katleden katillerdir,RACIST
yeğenim öyle beceriksiz ki elinden hiç bir iş gelmez,INSULT
Beceriksiz döktün mü yine,INSULT
laz inadın varmış,RACIST
sikimden aşağıya kasımpaşa,PROFANITY
Sen kölesin sen korkaksın çünkü sen Ermenisin,RACIST
siktir git bu evden,PROFANITY
Kızlar bacak bacak üstüne& atmaz ayıp,SEXIST
kendini güzel sanıyor,INSULT
En iyi yahudi ölü yahudidir,RACIST
Sana benden erkek sözü bu iş oldu,SEXIST
Hayal senin neyine,INSULT
arabanın tekerini sikiyim götüne kayıyım,PROFANITY
